Amostra,Acel_X,Acel_Y,Acel_Z,Giro_X,Giro_Y,Giro_Z,Temperatura
866,-0.639,0.941,9.561,3.389,4.099,2.038,16.34
867,-0.393,0.438,9.812,3.061,4.695,1.382,15.82
868,-3.925,0.113,10.234,0.557,-2.252,2.794,16.15
869,-4.251,0.503,10.042,-2.794,-2.313,0.924,16.01
870,-0.656,-0.314,10.078,-1.244,0.031,1.817,15.92
871,-4.622,0.958,9.930,-4.092,0.229,-0.969,16.39
872,-2.225,0.290,10.203,-1.893,-1.679,-1.847,16.25
873,-2.019,0.450,10.387,-0.939,-1.153,-2.916,15.73
874,2.208,0.742,9.882,0.092,5.565,-1.115,16.01
875,1.789,1.205,9.688,1.595,5.450,-0.985,16.06
876,-2.555,2.539,9.470,1.099,1.725,-3.244,16.01
877,-2.704,1.799,9.939,2.458,-3.069,0.084,16.06
878,2.153,-0.151,10.009,5.191,4.626,1.756,16.01
879,-2.941,1.562,9.942,1.908,-1.817,1.641,16.20
880,1.859,0.199,10.085,3.847,3.374,2.687,16.25
881,-3.142,1.363,9.963,2.137,-0.908,1.840,15.87
882,0.999,-0.529,10.167,4.275,1.679,3.229,16.20
883,-2.984,0.623,9.877,2.641,1.282,1.817,16.20
884,0.867,-0.192,9.827,1.840,0.298,3.519,15.82
885,-0.469,0.525,9.896,2.565,3.641,1.511,16.01
886,-3.214,0.101,10.198,0.389,0.603,2.061,16.06
887,-1.509,-0.853,10.600,-1.634,-2.466,1.779,16.06
888,1.095,-0.642,9.966,-0.565,4.947,1.809,16.25
889,-4.392,1.035,9.755,-3.824,0.382,-0.916,16.25
890,-3.777,0.639,10.234,1.664,-2.198,1.969,16.06
891,-1.763,-0.204,9.930,-2.092,0.397,1.611,16.06
892,-3.540,0.819,10.131,2.275,-2.153,3.160,15.87
893,0.398,-1.171,10.545,0.725,1.855,3.802,16.01
894,-2.601,1.346,10.296,1.756,-2.336,2.817,16.01
895,-0.402,-0.826,10.414,1.672,-2.229,3.618,16.34
896,-2.797,1.933,10.121,2.954,-1.229,-0.305,16.25
897,-3.228,0.742,9.978,0.710,-1.908,1.962,16.06
898,0.441,2.136,9.115,2.076,4.542,-2.840,16.15
899,-0.182,0.369,10.236,2.420,-1.626,2.260,16.20
900,-0.393,0.972,10.023,1.229,0.092,-2.863,16.20
901,-1.027,2.809,9.211,2.191,4.702,-2.809,16.39
902,-3.248,1.643,10.042,-1.611,-2.427,-2.137,16.06
903,1.758,1.633,9.295,0.649,5.656,-0.878,16.20
904,-3.765,1.403,10.114,-2.542,-0.641,-4.176,16.15
905,1.236,0.570,10.028,0.038,2.748,-0.916,16.01
906,0.783,-0.163,9.753,-1.763,3.473,1.695,16.15
907,-4.012,1.202,9.633,-3.580,0.046,-1.550,16.20
908,-2.429,0.908,10.047,2.763,0.908,1.603,16.25
909,0.060,-0.268,9.793,2.290,-0.267,3.893,16.06
910,1.322,0.426,9.599,3.702,5.099,1.542,16.06
911,-2.613,0.920,10.227,2.336,-2.809,2.557,16.15
912,1.947,0.740,9.753,5.160,4.015,1.847,16.15
913,-3.238,1.571,9.982,3.145,-1.672,0.260,16.15
914,2.606,0.407,9.602,3.397,5.176,-1.916,16.01
915,-2.558,2.414,9.412,0.412,-0.466,-3.351,16.25
916,1.217,0.877,9.329,-1.008,5.550,-0.435,16.01
917,0.098,-0.175,9.927,2.435,0.389,3.031,15.82
918,0.611,-0.647,10.054,-0.985,2.496,2.382,16.01
919,-3.353,0.666,10.038,2.107,-2.687,3.282,16.15
920,-1.200,-0.687,10.299,-1.305,-0.550,2.916,16.25
921,-2.093,0.905,9.745,1.679,1.366,1.015,16.15
922,0.295,-0.374,10.155,2.740,-0.061,3.168,16.25
923,1.221,-0.007,10.318,4.260,1.939,2.168,16.01
924,-2.144,1.691,9.594,2.588,1.672,1.092,16.06
925,2.218,0.402,9.896,0.458,3.985,-0.496,16.15
926,-0.575,2.019,9.403,3.046,3.672,-1.748,16.39
927,-0.261,0.422,10.358,3.534,-2.282,0.748,16.15
928,-0.671,1.166,9.678,4.748,4.550,0.275,16.15
929,-2.989,2.282,9.561,0.420,-2.374,-3.366,16.01
930,0.616,-1.066,10.198,-1.221,1.634,2.351,16.06
931,-0.177,0.077,10.064,-1.977,-1.023,-2.099,16.06
932,-2.103,1.308,9.784,-2.412,3.198,-2.656,16.06
933,-0.230,-0.939,10.157,-0.695,1.115,3.069,16.06
934,-3.674,0.936,9.673,-3.237,2.252,-0.046,16.06
935,-0.850,-0.098,9.860,-1.832,0.542,1.824,16.06
936,-2.927,1.327,9.738,-3.481,3.298,-1.206,16.01
937,-0.745,0.158,9.824,-1.435,0.168,-0.809,16.15
938,-3.705,0.970,10.014,-2.885,1.740,-3.084,16.06
939,-4.055,-0.213,10.483,0.389,-0.336,2.664,16.01
940,-3.444,0.132,10.327,-1.962,-2.626,2.229,16.15
941,1.356,-1.018,10.351,2.588,1.130,4.023,16.01
942,-3.945,0.503,10.200,0.969,-1.321,2.290,16.25
943,-1.114,-0.333,10.265,2.153,-0.771,3.580,16.06
944,-2.551,0.932,9.582,2.084,0.885,1.519,16.39
945,-1.530,0.393,9.879,1.542,-1.779,2.595,16.06
946,-2.340,0.651,10.002,2.458,2.397,1.664,16.34
947,-1.686,-0.115,10.296,1.908,-2.702,2.305,15.92
948,-1.545,0.278,10.239,3.160,3.702,2.115,16.34
949,-3.801,-0.115,10.667,0.710,-2.679,3.137,16.25
950,0.771,-1.128,10.315,2.359,4.519,2.924,16.20
951,-1.542,0.752,10.088,-0.641,4.458,2.733,16.06
952,-1.523,-0.843,10.464,-1.252,-1.718,2.221,16.15
953,0.477,-0.383,9.753,-1.053,4.618,2.153,16.15
954,-4.495,-0.017,10.385,-2.206,-2.840,2.061,16.15
955,0.541,-0.165,9.530,-1.939,5.191,1.641,16.06
956,2.361,-0.668,10.069,3.588,5.305,3.145,16.20
957,-3.566,0.333,10.370,0.779,-2.107,2.130,16.34
958,1.763,-1.274,10.152,2.985,4.176,3.771,16.06
959,-4.136,0.050,10.490,-0.076,-1.336,3.695,16.25
960,1.655,-1.015,10.232,0.756,3.489,4.603,15.87
961,-0.433,0.206,9.932,0.214,5.107,2.290,16.06
962,-4.716,0.455,9.923,-3.473,-1.794,1.084,16.06
963,1.078,-0.891,9.844,-0.221,5.252,2.435,16.06
964,-4.024,0.960,9.757,-4.015,-0.802,-1.183,16.15
965,1.547,-0.014,9.408,-1.618,5.840,0.954,15.92
966,0.632,-0.572,10.038,-0.748,5.198,1.389,16.06
967,-2.644,-0.592,10.399,-1.656,-1.443,3.000,16.06
968,1.274,-0.280,9.961,-1.260,5.817,0.550,15.92
969,1.566,0.484,9.537,-1.221,5.817,-1.305,16.06
970,-4.213,1.432,9.954,-2.504,0.618,-2.901,15.73
971,1.844,0.292,9.774,-0.611,5.947,-1.137,15.92
972,1.911,0.850,9.714,0.015,5.908,-0.588,16.01
973,-3.985,2.100,10.217,-2.229,-2.038,-3.298,16.15
974,2.412,0.869,9.707,1.313,4.450,-0.885,16.15
975,-3.272,2.273,9.599,-1.015,-0.878,-4.756,16.20
976,2.474,0.534,10.112,3.038,2.939,-1.664,15.92
977,-1.554,2.596,9.238,0.344,1.267,-3.962,16.06
978,1.219,0.843,10.071,3.466,0.931,-1.015,16.06
979,-1.334,2.043,9.482,3.046,2.000,-1.244,16.06
980,0.228,0.060,10.449,3.511,-1.153,0.855,16.01
981,-1.411,1.341,9.913,4.046,4.405,1.031,16.06
982,-2.864,1.645,9.808,2.221,0.000,1.412,16.25
983,-0.575,-0.103,10.172,3.069,-2.198,2.992,16.25
984,-0.139,-0.139,10.057,2.481,-1.725,1.656,16.25
985,1.868,-1.236,10.234,3.282,4.779,3.656,16.01
986,1.897,-0.766,10.327,-0.038,5.023,3.947,16.06
987,-3.983,0.738,9.884,-2.885,1.000,1.008,16.06
988,0.960,-0.810,9.891,-0.679,3.649,2.328,16.15
989,-3.075,1.212,9.614,-2.840,4.061,-0.756,16.06
990,0.958,-0.393,9.958,-2.099,1.679,0.557,16.06
991,0.563,1.186,9.506,-2.031,5.634,-1.427,16.01
992,0.913,1.320,9.609,-0.580,5.878,-1.924,16.01
993,0.572,2.450,9.199,-1.382,4.748,-2.649,16.01
994,-2.812,1.744,9.949,-0.053,-2.427,-3.275,16.15
995,1.681,1.760,9.444,2.359,5.893,-2.397,16.15
996,-2.498,1.669,9.724,0.534,-2.107,-2.885,16.01
997,3.099,0.860,9.877,3.695,5.160,0.008,15.92
998,-2.778,1.906,9.903,2.969,-1.824,-1.534,16.06
999,1.851,0.002,10.232,4.267,2.809,2.466,16.20
1000,-3.123,1.559,10.085,3.130,0.542,1.183,16.15
1001,2.227,0.151,10.361,3.489,1.550,3.023,16.06
1002,-1.578,1.382,9.700,2.863,1.756,1.374,16.06
1003,-3.743,0.908,9.975,1.763,-1.855,2.313,16.15
1004,-0.223,-0.254,10.162,2.733,0.336,3.008,16.20
1005,0.845,-1.118,10.191,1.389,0.718,4.137,15.92
1006,0.757,-0.177,10.076,-0.038,5.504,3.931,16.25
1007,0.211,-0.108,9.573,-2.015,5.000,0.298,16.06
1008,-3.947,0.975,9.954,-3.313,-0.305,-2.237,16.25
1009,-4.395,1.629,9.774,-3.145,-1.244,-2.489,16.06
1010,-1.169,0.400,10.222,-0.489,-0.221,-2.229,15.92
1011,-1.351,1.346,9.970,-0.550,-0.595,-1.366,16.01
1012,1.806,1.454,9.750,1.863,5.718,-1.695,16.39
1013,2.146,1.415,9.539,3.198,5.687,-0.824,16.06
1014,-0.893,1.226,9.285,-2.992,4.183,-1.198,16.01
1015,-0.984,0.371,10.150,-1.275,-1.802,-2.695,16.06
1016,2.167,0.546,9.882,0.649,4.718,0.061,16.20
1017,2.673,0.572,10.119,2.595,5.023,-2.229,16.06
1018,-1.720,2.670,9.154,1.504,2.618,-2.893,15.92
1019,-2.508,1.451,9.935,3.504,0.985,-0.298,16.06
1020,-0.970,0.570,10.471,3.076,-2.115,2.374,16.01
1021,-1.178,0.299,10.387,2.595,-2.740,2.405,16.15
1022,2.184,-0.513,9.820,3.733,4.489,4.061,16.06
1023,2.282,-0.853,10.038,3.565,4.313,3.656,16.06
1024,1.286,-0.707,9.968,0.229,5.153,4.107,16.06
1025,-3.791,0.493,10.210,-2.061,-1.374,2.031,16.06
1026,1.377,-0.893,10.251,0.573,3.198,3.313,16.06
1027,-4.282,0.484,10.071,-2.870,-0.176,0.504,16.06
1028,0.520,-0.714,10.212,-0.603,1.420,2.863,16.15
1029,-4.110,0.802,9.812,-3.450,1.489,-0.450,16.25
1030,-0.218,-0.338,9.970,-2.405,0.069,0.740,16.06
1031,-0.786,1.274,9.247,-2.954,4.405,-0.618,16.25
1032,-2.096,0.228,9.958,-2.427,-1.298,-1.046,16.06
1033,0.043,1.360,9.230,-1.947,5.153,-1.046,16.06
1034,-4.103,1.665,9.793,-2.214,1.817,-3.565,16.20
1035,-2.429,0.570,10.742,-0.931,-1.924,-2.977,15.92
1036,-2.680,1.624,10.018,-0.893,-2.519,-2.359,16.01
1037,1.995,0.898,9.846,2.115,5.099,-1.313,15.92
1038,2.829,0.857,9.594,4.244,4.450,-0.321,16.20
1039,-1.487,1.272,9.932,4.313,1.779,-0.710,16.06
1040,1.231,-0.220,10.375,5.305,2.389,1.336,16.01
1041,-0.616,1.154,9.793,3.405,4.130,0.817,16.25
1042,-1.075,0.687,9.942,4.031,2.542,1.878,16.06
1043,-3.243,0.479,10.167,1.878,-2.450,3.000,16.15
1044,-2.867,0.017,10.473,1.802,-2.878,1.893,16.06
1045,-3.193,0.081,10.253,-1.267,-2.412,2.824,16.15
1046,1.739,-0.448,10.018,0.015,5.962,3.092,16.20
1047,-3.825,0.407,10.342,-2.267,-2.511,1.366,15.92
1048,1.358,-0.728,10.035,-0.191,3.702,3.244,16.34
1049,-4.388,0.144,10.267,-3.557,-1.198,0.550,16.01
1050,0.556,-0.493,10.047,-0.939,3.160,1.962,16.01
1051,-3.485,0.735,9.987,-3.672,0.496,-0.908,15.92
1052,0.127,0.055,9.657,-2.198,1.565,0.771,15.92
1053,-2.788,1.473,9.441,-3.160,2.153,-1.489,16.39
1054,-0.663,-0.026,9.836,-1.947,-0.496,-0.855,16.06
1055,1.396,0.376,9.800,-0.527,4.389,-0.344,16.06
1056,-2.091,1.789,9.748,-1.924,4.053,-3.695,15.87
1057,-1.973,2.285,9.755,-1.718,3.260,-3.153,16.20
1058,-2.611,1.384,10.179,-1.435,-2.916,-3.504,16.15
1059,-1.923,1.456,10.143,1.221,-2.076,-3.183,16.25
1060,2.678,0.812,9.867,3.244,3.107,-0.931,16.15
1061,1.990,0.050,10.129,4.863,3.618,2.443,16.15
1062,-1.346,1.162,9.805,3.824,3.359,1.389,16.15
1063,-2.139,1.176,9.793,3.511,2.397,2.420,16.25
1064,-3.202,0.769,9.848,2.038,-1.817,2.450,16.25
1065,-0.144,-0.472,10.311,2.397,-1.466,3.023,16.06
1066,-1.164,0.115,10.083,2.519,3.908,2.168,16.15
1067,-0.927,-1.178,10.663,1.504,-2.412,3.191,16.06
1068,1.217,-0.982,10.196,1.855,4.847,3.718,16.20
1069,-3.509,-0.170,10.234,-0.115,-2.351,3.802,16.39
1070,1.581,-0.750,10.090,1.206,5.435,4.076,16.06
1071,-3.830,0.616,10.210,-2.176,-2.115,2.420,15.92
1072,2.055,-0.577,10.059,0.252,4.496,3.954,15.87
1073,-3.899,0.283,10.236,-3.069,-1.313,1.710,16.01
1074,0.422,-0.728,10.045,-1.115,2.427,3.176,16.01
1075,-3.997,0.953,9.757,-3.389,0.260,0.282,16.15
1076,-3.727,0.707,9.925,-3.550,-2.176,-1.351,16.25
1077,0.563,0.187,9.978,-1.282,2.389,0.038,16.25
1078,0.642,0.438,9.877,-0.718,2.435,-2.427,15.92
1079,-0.477,2.009,9.297,-0.893,5.061,-1.626,16.06
1080,-0.426,2.608,9.266,-0.290,4.237,-3.809,16.01
1081,-3.070,2.033,9.908,-0.115,-1.908,-3.534,16.06
1082,-2.306,2.179,9.817,1.588,-3.046,-1.534,16.06
1083,0.558,0.129,10.279,4.328,1.458,1.168,15.92
1084,1.142,0.012,10.184,3.992,2.000,2.206,16.06
1085,-0.160,0.953,9.563,3.725,4.046,2.191,16.06
1086,-3.930,0.958,10.014,1.313,0.183,2.779,16.01
1087,0.148,-0.134,10.033,3.084,1.000,4.008,16.01
1088,-1.993,0.752,9.908,2.252,2.351,1.397,16.06
1089,0.170,-0.445,10.311,2.748,-0.405,2.763,16.20
1090,-1.590,0.237,10.047,2.802,3.702,2.023,16.06
1091,-0.477,-1.171,10.572,1.786,-2.450,3.580,15.92
1092,0.786,-0.788,10.124,1.405,4.863,3.840,16.06
1093,-3.336,0.005,10.397,-0.466,-2.382,3.962,16.06
1094,1.626,-0.747,10.119,0.954,5.664,4.267,15.87
1095,-3.499,0.517,10.109,-1.954,-2.229,1.817,16.06
1096,0.821,0.431,10.351,3.664,1.282,0.397,16.06
1097,-0.819,0.283,10.311,3.275,-1.748,2.008,15.73
1098,-0.046,0.970,9.673,3.756,3.985,1.237,15.92
1099,-1.593,0.168,10.332,2.237,-2.664,3.023,16.06
1100,0.046,0.807,9.702,3.992,4.695,2.641,16.15
1101,-3.636,0.920,10.114,1.847,-2.397,3.237,16.25
1102,1.868,-0.240,9.709,2.863,5.321,3.168,16.15
1103,-3.219,1.286,10.033,1.305,-2.046,2.008,16.01
1104,2.323,-0.376,9.791,3.191,4.183,2.817,16.15
1105,-3.221,0.536,10.332,1.832,-1.412,2.496,16.06
1106,2.069,-0.941,10.035,2.817,2.702,3.641,16.25
1107,1.229,-0.752,10.174,0.405,5.855,3.550,16.15
1108,-3.269,0.680,10.102,-2.321,0.511,1.931,16.01
1109,-4.472,0.958,9.865,-3.748,-1.855,0.115,16.25
1110,0.163,0.062,9.721,-1.992,0.748,0.122,16.06
1111,1.753,0.263,9.889,-0.817,5.756,-0.908,16.15
1112,-4.148,1.612,9.884,-3.122,-0.092,-3.038,16.25
1113,-3.904,0.467,10.272,-1.786,-1.374,2.046,16.06
1114,-0.572,-0.046,10.246,-0.847,0.206,-1.435,16.01
1115,1.863,-0.817,10.186,0.595,3.924,4.168,16.25
1116,1.310,0.778,9.638,-0.863,5.206,-0.580,16.15
1117,-0.048,-0.419,10.370,2.763,-1.122,3.649,16.15
1118,0.728,-0.462,9.884,-1.061,4.527,2.420,16.15
1119,-3.111,-0.362,10.514,-0.046,-2.748,3.626,16.06
1120,1.957,-1.097,10.375,0.939,4.969,4.046,16.39
1121,1.526,-0.369,10.186,4.061,3.176,3.031,15.87
1122,-3.511,0.515,10.220,2.389,0.282,2.153,16.06
1123,-0.539,0.534,10.236,2.817,-0.420,2.824,16.15
1124,-0.034,1.375,9.470,3.153,3.664,1.473,16.25
1125,-1.942,1.595,10.088,2.542,-3.382,-0.817,16.20
1126,1.260,1.159,9.587,4.466,4.802,0.412,16.15
1127,-3.248,1.703,10.255,2.947,-1.802,0.725,16.06
1128,0.781,1.238,9.638,-1.565,5.519,-2.718,16.20
1129,-1.739,1.590,10.028,0.427,-2.412,-3.992,16.15
1130,-1.727,0.319,10.148,-1.573,-0.748,-1.969,16.06
1131,1.641,1.902,9.559,0.893,5.924,-3.611,16.15
1132,0.752,-0.853,10.191,-1.107,2.473,2.183,15.82
1133,2.108,0.472,9.844,0.328,5.221,-1.603,16.15
1134,-1.322,-0.618,10.466,-0.641,-0.649,3.198,16.25
1135,0.793,-0.077,10.097,-0.695,1.237,-0.855,16.01
1136,1.806,-1.032,10.339,1.298,4.855,3.611,16.06
1137,-1.039,1.279,9.491,-2.351,3.672,-2.214,16.06
1138,-0.795,-1.109,10.608,2.924,-0.519,3.458,16.15
1139,-4.084,0.273,10.212,-2.687,0.519,0.649,16.01
1140,-1.305,-1.202,10.411,1.687,-0.603,4.496,15.87
1141,-0.910,0.139,9.932,0.198,4.275,3.290,16.01
1142,-2.352,0.189,10.203,1.000,-1.702,2.389,16.06
1143,1.092,0.347,9.767,3.099,5.641,2.824,16.06
1144,-1.796,1.403,10.016,4.527,2.786,-0.435,15.73
1145,-1.236,0.723,10.215,3.710,-1.511,1.588,16.20
1146,0.362,1.083,9.654,-0.160,1.473,-0.137,15.92
1147,-2.462,2.778,9.736,-0.756,2.198,-4.069,16.01
1148,-2.836,2.076,9.817,0.366,-2.237,-3.076,15.92
1149,-1.425,0.304,10.088,-2.061,-0.740,-1.183,16.39
1150,1.993,0.690,10.011,2.519,1.740,-2.084,16.06
1151,2.646,0.752,9.930,3.336,2.046,-0.519,16.20
1152,1.995,0.635,9.858,2.939,3.863,-2.221,16.06
1153,-2.769,0.065,10.169,-1.969,-1.427,-0.519,16.06
1154,0.103,0.771,9.908,0.198,-0.092,-0.718,16.06
1155,1.861,0.187,9.518,-1.679,4.603,0.580,16.20
1156,-1.609,2.484,9.714,-2.168,3.466,-2.710,16.25
1157,-1.638,2.326,9.398,0.305,3.397,-4.176,15.82
1158,-2.500,2.534,9.736,1.519,-1.481,-2.748,16.25
1159,1.605,1.514,9.573,0.137,5.336,-1.160,16.06
1160,-4.012,2.395,9.896,-1.198,-2.084,-3.053,16.15
1161,1.966,-0.014,10.217,0.328,3.809,-1.672,15.73
1162,-3.298,1.667,9.889,-2.870,0.847,-3.992,16.06
1163,1.873,0.642,9.990,0.198,2.901,-0.855,16.15
1164,-3.724,2.270,9.834,-1.916,0.824,-2.878,16.06
1165,0.208,0.371,10.090,-0.733,0.107,-1.504,16.25
1166,-0.156,1.490,9.582,-1.183,4.550,-3.405,16.06
1167,0.455,0.299,10.112,-0.802,-0.863,-1.481,16.25
1168,0.295,2.038,9.714,-0.977,4.794,-2.198,16.15
1169,-2.012,2.754,9.369,-0.489,2.000,-3.992,15.92
1170,1.981,0.723,10.088,2.519,4.183,-1.252,16.20
1171,-1.423,2.627,9.412,1.435,3.198,-3.244,16.20
1172,2.194,0.525,9.738,3.160,2.550,-1.534,16.15
1173,-1.083,2.350,9.662,3.267,3.885,-0.947,16.15
1174,2.124,0.754,9.970,3.466,0.374,-0.168,15.87
1175,-3.561,1.801,9.968,-1.557,-2.603,-2.198,16.25
1176,0.364,1.906,9.537,-0.916,4.931,-2.450,16.06
1177,2.098,-0.163,9.949,-0.405,5.015,-0.618,16.15
1178,0.077,-0.280,10.057,2.534,-0.672,2.939,15.82
1179,2.033,0.661,9.848,2.450,4.924,-1.504,16.01
1180,-3.181,1.693,10.059,2.366,-1.901,0.947,16.20
1181,1.509,0.742,9.616,2.672,1.076,-1.649,16.15
1182,1.123,-0.050,10.296,4.954,2.374,1.130,16.06
1183,-2.728,1.468,9.741,3.664,0.870,0.527,16.06
1184,-3.128,1.887,9.863,2.374,-1.466,1.557,16.01
1185,1.198,-0.249,10.143,4.275,1.779,2.557,16.15
1186,2.088,-0.405,9.779,2.901,3.733,3.214,16.34
1187,-2.757,0.853,10.023,2.275,1.183,1.260,15.82
1188,-4.043,0.057,10.351,-0.389,-0.679,2.588,16.15
1189,-4.237,0.450,10.287,-2.573,-2.511,1.244,15.92
1190,1.341,-0.661,10.030,-0.359,4.473,3.031,16.15
1191,-4.812,0.678,10.121,-3.847,-2.130,0.656,16.01
1192,0.886,-0.553,9.906,-0.962,3.534,2.695,16.34
1193,-4.086,0.903,9.776,-3.679,0.382,-0.702,16.25
1194,0.999,-0.230,9.796,-1.496,1.695,1.000,16.25
1195,-2.266,1.499,9.468,-3.427,2.458,-2.435,16.06
1196,-0.556,0.263,10.071,-1.389,-0.069,-0.405,15.92
1197,-2.031,1.423,9.662,-2.344,3.786,-2.038,16.20
1198,-1.145,0.055,10.255,-1.534,-1.527,-2.229,16.15
1199,-1.492,1.574,9.350,-1.473,5.069,-2.489,16.25
1200,-0.860,1.950,9.618,-1.603,4.634,-2.504,16.39
1201,-1.368,2.687,9.293,-0.344,4.015,-3.450,16.20
1202,-2.484,1.643,10.018,-0.481,-2.107,-3.412,16.15
1203,1.988,0.496,10.040,4.038,1.496,-0.634,16.06
